Benchmarks of simstr, version 1.6.7
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Run on (32 X 2513.96 MHz CPU s)
Chrome/143.0.0.0 webasm
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
std::string copy{str_with_len_N};/32_median                                                                          125 ns          125 ns            4
std::string copy{str_with_len_N};/32_stddev                                                                         5.43 ns         5.43 ns            4
std::string copy{str_with_len_N};/32_cv                                                                             4.25 %          4.25 %             4
std::string copy{str_with_len_N};/64_mean                                                                            131 ns          131 ns            4
std::string copy{str_with_len_N};/64_median                                                                          131 ns          131 ns            4
std::string copy{str_with_len_N};/64_stddev                                                                         5.76 ns         5.76 ns            4
std::string copy{str_with_len_N};/64_cv                                                                             4.40 %          4.40 %             4
std::string copy{str_with_len_N};/128_mean                                                                           132 ns          132 ns            4
std::string copy{str_with_len_N};/128_median                                                                         132 ns          132 ns            4
std::string copy{str_with_len_N};/128_stddev                                                                        1.51 ns         1.51 ns            4
std::string copy{str_with_len_N};/128_cv                                                                            1.15 %          1.15 %             4
std::string copy{str_with_len_N};/256_mean                                                                           161 ns          161 ns            4
std::string copy{str_with_len_N};/256_median                                                                         149 ns          149 ns            4
std::string copy{str_with_len_N};/256_stddev                                                                        27.6 ns         27.6 ns            4
std::string copy{str_with_len_N};/256_cv                                                                           17.09 %         17.09 %             4
std::string copy{str_with_len_N};/512_mean                                                                           149 ns          149 ns            4
std::string copy{str_with_len_N};/512_median                                                                         150 ns          150 ns            4
std::string copy{str_with_len_N};/512_stddev                                                                        2.08 ns         2.08 ns            4
std::string copy{str_with_len_N};/512_cv                                                                            1.39 %          1.39 %             4
std::string copy{str_with_len_N};/1024_mean                                                                          156 ns          156 ns            4
std::string copy{str_with_len_N};/1024_median                                                                        157 ns          157 ns            4
std::string copy{str_with_len_N};/1024_stddev                                                                       4.59 ns         4.59 ns            4
std::string copy{str_with_len_N};/1024_cv                                                                           2.94 %          2.94 %             4
std::string copy{str_with_len_N};/2048_mean                                                                          206 ns          206 ns            4
std::string copy{str_with_len_N};/2048_median                                                                        204 ns          204 ns            4
std::string copy{str_with_len_N};/2048_stddev                                                                       24.0 ns         24.0 ns            4
std::string copy{str_with_len_N};/2048_cv                                                                          11.64 %         11.64 %             4
std::string copy{str_with_len_N};/4096_mean                                                                          271 ns          271 ns            4
std::string copy{str_with_len_N};/4096_median                                                                        271 ns          271 ns            4
std::string copy{str_with_len_N};/4096_stddev                                                                       4.00 ns         4.00 ns            4
std::string copy{str_with_len_N};/4096_cv                                                                           1.48 %          1.48 %             4
stringa copy{str_with_len_N};/15_mean                                                                               4.60 ns         4.60 ns            4
stringa copy{str_with_len_N};/15_median                                                                             4.59 ns         4.59 ns            4
stringa copy{str_with_len_N};/15_stddev                                                                            0.126 ns        0.126 ns            4
stringa copy{str_with_len_N};/15_cv                                                                                 2.73 %          2.73 %             4
stringa copy{str_with_len_N};/16_mean                                                                               7.36 ns         7.36 ns            4
stringa copy{str_with_len_N};/16_median                                                                             7.29 ns         7.29 ns            4
stringa copy{str_with_len_N};/16_stddev                                                                            0.189 ns        0.189 ns            4
stringa copy{str_with_len_N};/16_cv                                                                                 2.57 %          2.57 %             4
stringa copy{str_with_len_N};/23_mean                                                                               7.39 ns         7.39 ns            4
stringa copy{str_with_len_N};/23_median                                                                             7.38 ns         7.38 ns            4
stringa copy{str_with_len_N};/23_stddev                                                                            0.077 ns        0.077 ns            4
stringa copy{str_with_len_N};/23_cv                                                                                 1.04 %          1.04 %             4
stringa copy{str_with_len_N};/24_mean                                                                               7.35 ns         7.35 ns            4
stringa copy{str_with_len_N};/24_median                                                                             7.37 ns         7.37 ns            4
stringa copy{str_with_len_N};/24_stddev                                                                            0.143 ns        0.143 ns            4
stringa copy{str_with_len_N};/24_cv                                                                                 1.94 %          1.94 %             4
stringa copy{str_with_len_N};/32_mean                                                                               7.33 ns         7.33 ns            4
stringa copy{str_with_len_N};/32_median                                                                             7.33 ns         7.33 ns            4
stringa copy{str_with_len_N};/32_stddev                                                                            0.120 ns        0.120 ns            4
stringa copy{str_with_len_N};/32_cv                                                                                 1.64 %          1.64 %             4
stringa copy{str_with_len_N};/64_mean                                                                               7.37 ns         7.37 ns            4
stringa copy{str_with_len_N};/64_median                                                                             7.34 ns         7.34 ns            4
stringa copy{str_with_len_N};/64_stddev                                                                            0.098 ns        0.098 ns            4
stringa copy{str_with_len_N};/64_cv                                                                                 1.33 %          1.34 %             4
stringa copy{str_with_len_N};/128_mean                                                                              7.30 ns         7.30 ns            4
stringa copy{str_with_len_N};/128_median                                                                            7.30 ns         7.30 ns            4
stringa copy{str_with_len_N};/128_stddev                                                                           0.053 ns        0.053 ns            4
stringa copy{str_with_len_N};/128_cv                                                                                0.73 %          0.73 %             4
stringa copy{str_with_len_N};/256_mean                                                                              7.33 ns         7.33 ns            4
stringa copy{str_with_len_N};/256_median                                                                            7.35 ns         7.35 ns            4
stringa copy{str_with_len_N};/256_stddev                                                                           0.111 ns        0.111 ns            4
stringa copy{str_with_len_N};/256_cv                                                                                1.52 %          1.52 %             4
stringa copy{str_with_len_N};/512_mean                                                                              7.44 ns         7.44 ns            4
stringa copy{str_with_len_N};/512_median                                                                            7.46 ns         7.46 ns            4
stringa copy{str_with_len_N};/512_stddev                                                                           0.220 ns        0.220 ns            4
stringa copy{str_with_len_N};/512_cv                                                                                2.96 %          2.96 %             4
stringa copy{str_with_len_N};/1024_mean                                                                             7.35 ns         7.35 ns            4
stringa copy{str_with_len_N};/1024_median                                                                           7.37 ns         7.37 ns            4
stringa copy{str_with_len_N};/1024_stddev                                                                          0.098 ns        0.098 ns            4
stringa copy{str_with_len_N};/1024_cv                                                                               1.33 %          1.33 %             4
stringa copy{str_with_len_N};/2048_mean                                                                             7.33 ns         7.33 ns            4
stringa copy{str_with_len_N};/2048_median                                                                           7.31 ns         7.31 ns            4
stringa copy{str_with_len_N};/2048_stddev                                                                          0.131 ns        0.131 ns            4
stringa copy{str_with_len_N};/2048_cv                                                                               1.79 %          1.79 %             4
stringa copy{str_with_len_N};/4096_mean                                                                             7.36 ns         7.36 ns            4
stringa copy{str_with_len_N};/4096_median                                                                           7.32 ns         7.32 ns            4
stringa copy{str_with_len_N};/4096_stddev                                                                          0.103 ns        0.103 ns            4
stringa copy{str_with_len_N};/4096_cv                                                                               1.41 %          1.41 %             4
lstringa<16> copy{str_with_len_N};/15_mean                                                                          7.29 ns         7.29 ns            4
lstringa<16> copy{str_with_len_N};/15_median                                                                        7.24 ns         7.24 ns            4
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.141 ns        0.141 ns            4
lstringa<16> copy{str_with_len_N};/15_cv                                                                            1.93 %          1.93 %             4
lstringa<16> copy{str_with_len_N};/16_mean                                                                          19.3 ns         19.3 ns            4
lstringa<16> copy{str_with_len_N};/16_median                                                                        19.2 ns         19.2 ns            4
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.690 ns        0.690 ns            4
lstringa<16> copy{str_with_len_N};/16_cv                                                                            3.57 %          3.57 %             4
lstringa<16> copy{str_with_len_N};/23_mean                                                                          85.0 ns         85.0 ns            4
lstringa<16> copy{str_with_len_N};/23_median                                                                        84.0 ns         84.0 ns            4
lstringa<16> copy{str_with_len_N};/23_stddev                                                                        3.41 ns         3.41 ns            4
lstringa<16> copy{str_with_len_N};/23_cv                                                                            4.02 %          4.02 %             4
lstringa<16> copy{str_with_len_N};/24_mean                                                                          85.7 ns         85.7 ns            4
lstringa<16> copy{str_with_len_N};/24_median                                                                        86.3 ns         86.3 ns            4
lstringa<16> copy{str_with_len_N};/24_stddev                                                                        2.96 ns         2.96 ns            4
lstringa<16> copy{str_with_len_N};/24_cv                                                                            3.46 %          3.46 %             4
lstringa<16> copy{str_with_len_N};/32_mean                                                                          93.3 ns         93.3 ns            4
lstringa<16> copy{str_with_len_N};/32_median                                                                        92.8 ns         92.8 ns            4
lstringa<16> copy{str_with_len_N};/32_stddev                                                                        2.24 ns         2.24 ns            4
lstringa<16> copy{str_with_len_N};/32_cv                                                                            2.40 %          2.40 %             4
lstringa<16> copy{str_with_len_N};/64_mean                                                                          92.8 ns         92.8 ns            4
lstringa<16> copy{str_with_len_N};/64_median                                                                        91.9 ns         91.9 ns            4
lstringa<16> copy{str_with_len_N};/64_stddev                                                                        5.61 ns         5.61 ns            4
lstringa<16> copy{str_with_len_N};/64_cv                                                                            6.04 %          6.04 %             4
lstringa<16> copy{str_with_len_N};/128_mean                                                                         95.0 ns         95.0 ns            4
lstringa<16> copy{str_with_len_N};/128_median                                                                       93.7 ns         93.7 ns            4
lstringa<16> copy{str_with_len_N};/128_stddev                                                                       5.33 ns         5.33 ns            4
lstringa<16> copy{str_with_len_N};/128_cv                                                                           5.62 %          5.62 %             4
lstringa<16> copy{str_with_len_N};/256_mean                                                                          126 ns          126 ns            4
lstringa<16> copy{str_with_len_N};/256_median                                                                        115 ns          115 ns            4
lstringa<16> copy{str_with_len_N};/256_stddev                                                                       25.4 ns         25.4 ns            4
lstringa<16> copy{str_with_len_N};/256_cv                                                                          20.19 %         20.19 %             4
lstringa<16> copy{str_with_len_N};/512_mean                                                                          119 ns          119 ns            4
lstringa<16> copy{str_with_len_N};/512_median                                                                        120 ns          120 ns            4
lstringa<16> copy{str_with_len_N};/512_stddev                                                                       3.20 ns         3.20 ns            4
lstringa<16> copy{str_with_len_N};/512_cv                                                                           2.70 %          2.70 %             4
lstringa<16> copy{str_with_len_N};/1024_mean                                                                         120 ns          120 ns            4
lstringa<16> copy{str_with_len_N};/1024_median                                                                       119 ns          119 ns            4
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      8.08 ns         8.08 ns            4
lstringa<16> copy{str_with_len_N};/1024_cv                                                                          6.75 %          6.75 %             4
lstringa<16> copy{str_with_len_N};/2048_mean                                                                         169 ns          169 ns            4
lstringa<16> copy{str_with_len_N};/2048_median                                                                       170 ns          170 ns            4
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      19.0 ns         19.0 ns            4
lstringa<16> copy{str_with_len_N};/2048_cv                                                                         11.27 %         11.27 %             4
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         236 ns          236 ns            4
lstringa<16> copy{str_with_len_N};/4096_median                                                                       237 ns          237 ns            4
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      6.50 ns         6.50 ns            4
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          2.76 %          2.76 %             4
lstringa<512> copy{str_with_len_N};/15_mean                                                                         7.25 ns         7.25 ns            4
lstringa<512> copy{str_with_len_N};/15_median                                                                       7.23 ns         7.23 ns            4
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.070 ns        0.070 ns            4
lstringa<512> copy{str_with_len_N};/15_cv                                                                           0.97 %          0.97 %             4
lstringa<512> copy{str_with_len_N};/16_mean                                                                         19.5 ns         19.5 ns            4
lstringa<512> copy{str_with_len_N};/16_median                                                                       19.6 ns         19.6 ns            4
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.229 ns        0.229 ns            4
lstringa<512> copy{str_with_len_N};/16_cv                                                                           1.17 %          1.17 %             4
lstringa<512> copy{str_with_len_N};/23_mean                                                                         19.9 ns         19.9 ns            4
lstringa<512> copy{str_with_len_N};/23_median                                                                       19.8 ns         19.8 ns            4
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.583 ns        0.583 ns            4
lstringa<512> copy{str_with_len_N};/23_cv                                                                           2.92 %          2.92 %             4
lstringa<512> copy{str_with_len_N};/24_mean                                                                         19.4 ns         19.4 ns            4
lstringa<512> copy{str_with_len_N};/24_median                                                                       19.5 ns         19.5 ns            4
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.655 ns        0.655 ns            4
lstringa<512> copy{str_with_len_N};/24_cv                                                                           3.38 %          3.38 %             4
lstringa<512> copy{str_with_len_N};/32_mean                                                                         22.7 ns         22.7 ns            4
lstringa<512> copy{str_with_len_N};/32_median                                                                       22.4 ns         22.4 ns            4
lstringa<512> copy{str_with_len_N};/32_stddev                                                                       1.59 ns         1.59 ns            4
lstringa<512> copy{str_with_len_N};/32_cv                                                                           7.01 %          7.01 %             4
lstringa<512> copy{str_with_len_N};/64_mean                                                                         22.4 ns         22.4 ns            4
lstringa<512> copy{str_with_len_N};/64_median                                                                       22.4 ns         22.4 ns            4
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.583 ns        0.583 ns            4
lstringa<512> copy{str_with_len_N};/64_cv                                                                           2.60 %          2.60 %             4
lstringa<512> copy{str_with_len_N};/128_mean                                                                        23.6 ns         23.6 ns            4
lstringa<512> copy{str_with_len_N};/128_median                                                                      23.8 ns         23.8 ns            4
lstringa<512> copy{str_with_len_N};/128_stddev                                                                      1.36 ns         1.36 ns            4
lstringa<512> copy{str_with_len_N};/128_cv                                                                          5.75 %          5.75 %             4
lstringa<512> copy{str_with_len_N};/256_mean                                                                        24.8 ns         24.8 ns            4
lstringa<512> copy{str_with_len_N};/256_median                                                                      24.8 ns         24.8 ns            4
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.346 ns        0.346 ns            4
lstringa<512> copy{str_with_len_N};/256_cv                                                                          1.39 %          1.39 %             4
lstringa<512> copy{str_with_len_N};/512_mean                                                                        28.3 ns         28.3 ns            4
lstringa<512> copy{str_with_len_N};/512_median                                                                      28.2 ns         28.2 ns            4
lstringa<512> copy{str_with_len_N};/512_stddev                                                                     0.566 ns        0.566 ns            4
lstringa<512> copy{str_with_len_N};/512_cv                                                                          2.00 %          2.00 %             4
lstringa<512> copy{str_with_len_N};/1024_mean                                                                        121 ns          121 ns            4
lstringa<512> copy{str_with_len_N};/1024_median                                                                      121 ns          121 ns            4
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     3.41 ns         3.41 ns            4
lstringa<512> copy{str_with_len_N};/1024_cv                                                                         2.83 %          2.82 %             4
lstringa<512> copy{str_with_len_N};/2048_mean                                                                        167 ns          167 ns            4
lstringa<512> copy{str_with_len_N};/2048_median                                                                      167 ns          167 ns            4
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     24.6 ns         24.6 ns            4
lstringa<512> copy{str_with_len_N};/2048_cv                                                                        14.70 %         14.70 %             4
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        237 ns          237 ns            4
lstringa<512> copy{str_with_len_N};/4096_median                                                                      237 ns          237 ns            4
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     5.27 ns         5.27 ns            4
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         2.23 %          2.23 %             4
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                           203 ns          203 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                         201 ns          201 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                        6.45 ns         6.45 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            3.17 %          3.17 %             4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     2.18 ns         2.18 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   2.18 ns         2.18 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.016 ns        0.016 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       0.73 %          0.73 %             4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              50.4 ns         50.4 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            50.8 ns         50.8 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                            1.87 ns         1.88 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                3.72 %          3.72 %             4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  47.5 ns         47.5 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                47.7 ns         47.7 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.785 ns        0.785 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    1.65 %          1.65 %             4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         46.7 ns         46.7 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       46.5 ns         46.5 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                       1.12 ns         1.12 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           2.39 %          2.39 %             4
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                              151 ns          151 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                            152 ns          152 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                           7.30 ns         7.30 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               4.82 %          4.82 %             4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        53.9 ns         53.9 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      53.8 ns         53.8 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.397 ns        0.397 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          0.74 %          0.74 %             4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 46.1 ns         46.1 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               46.0 ns         46.0 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                               1.01 ns         1.01 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   2.19 %          2.19 %             4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     44.8 ns         44.8 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   45.1 ns         45.1 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.717 ns        0.717 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       1.60 %          1.60 %             4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            44.0 ns         44.0 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          44.0 ns         44.0 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                          1.07 ns         1.07 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              2.44 %          2.44 %             4
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                        219 ns          219 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                      218 ns          218 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                     2.43 ns         2.43 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         1.11 %          1.11 %             4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        35.2 ns         35.2 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      35.0 ns         35.0 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.582 ns        0.582 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          1.65 %          1.65 %             4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  44.3 ns         44.3 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                43.9 ns         43.9 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                                1.16 ns         1.16 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    2.62 %          2.62 %             4
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                    633 ns          633 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                  633 ns          633 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 10.2 ns         10.2 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                     1.60 %          1.60 %             4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                        279 ns          279 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                      279 ns          279 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                     5.10 ns         5.10 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         1.83 %          1.83 %             4
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             91.4 ns         91.4 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           91.2 ns         91.2 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                           1.57 ns         1.57 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               1.72 %          1.72 %             4
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                         15882 ns        15882 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                       16083 ns        16084 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                         600 ns          600 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            3.78 %          3.78 %             4
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                1402 ns         1402 ns            4
std::string str; ... str += "abbaabbaabbaabba";_median                                                              1395 ns         1395 ns            4
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              30.0 ns         30.0 ns            4
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  2.14 %          2.14 %             4
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                1320 ns         1320 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                              1307 ns         1307 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              35.8 ns         35.8 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  2.71 %          2.71 %             4
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               889 ns          889 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             880 ns          880 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            23.0 ns         23.0 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                2.59 %          2.59 %             4
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               624 ns          624 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             623 ns          623 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            19.9 ns         19.9 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                3.19 %          3.19 %             4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              497 ns          497 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            498 ns          498 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                           6.34 ns         6.35 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               1.28 %          1.28 %             4
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                              16035 ns        16035 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                            15924 ns        15924 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                              385 ns          385 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 2.40 %          2.40 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      4646 ns         4646 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    4654 ns         4654 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                     172 ns          172 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        3.71 %          3.71 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      1514 ns         1514 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                    1504 ns         1504 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    41.0 ns         41.0 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        2.71 %          2.71 %             4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    1209 ns         1209 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  1215 ns         1215 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  22.8 ns         22.8 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      1.88 %          1.88 %             4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     986 ns          986 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   978 ns          978 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  60.1 ns         60.1 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      6.09 %          6.09 %             4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                    827 ns          827 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_median                                                  820 ns          820 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                 27.2 ns         27.2 ns            4
lstringa<1024> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                     3.29 %          3.29 %             4
-- Append string of 16 bytes and const literal of 16 bytes 2048 times, 65536 total length --/repeats:1             0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_mean                                  821457 ns       821463 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_median                                829913 ns       829919 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_stddev                                 17805 ns        17805 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba"; 2048 times_cv                                      2.17 %          2.17 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                         238655 ns       238657 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_median                                       236241 ns       236241 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_stddev                                         5974 ns         5974 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_cv                                             2.50 %          2.50 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba"; 2048 times_mean                                          58092 ns        58093 ns            4
