Benchmarks of simstr, version 1.8.1
Sources: https://github.com/orefkov/simstr
Results: https://orefkov.github.io/simstr/results.html
Compiler Clang 22.1.0
2026-03-22T14:13:24+03:00
Running benchStr.exe
Run on (32 X 2494 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x16)
  L1 Instruction 32 KiB (x16)
  L2 Unified 256 KiB (x16)
  L3 Unified 40960 KiB (x1)
--------------------------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                                                              Time             CPU   Iterations
std::string copy{str_with_len_N};/16_mean                                                                           78.7 ns         78.9 ns            4
std::string copy{str_with_len_N};/16_median                                                                         78.9 ns         79.3 ns            4
std::string copy{str_with_len_N};/16_stddev                                                                         1.33 ns         1.67 ns            4
std::string copy{str_with_len_N};/16_cv                                                                             1.69 %          2.12 %             4
std::string copy{str_with_len_N};/23_mean                                                                           79.1 ns         78.5 ns            4
std::string copy{str_with_len_N};/23_median                                                                         79.0 ns         78.5 ns            4
std::string copy{str_with_len_N};/23_stddev                                                                        0.895 ns         1.42 ns            4
std::string copy{str_with_len_N};/23_cv                                                                             1.13 %          1.81 %             4
std::string copy{str_with_len_N};/24_mean                                                                           80.3 ns         79.8 ns            4
std::string copy{str_with_len_N};/24_median                                                                         80.4 ns         79.3 ns            4
std::string copy{str_with_len_N};/24_stddev                                                                         1.94 ns         1.67 ns            4
std::string copy{str_with_len_N};/24_cv                                                                             2.41 %          2.09 %             4
std::string copy{str_with_len_N};/32_mean                                                                           79.6 ns         79.3 ns            4
std::string copy{str_with_len_N};/32_median                                                                         78.3 ns         78.5 ns            4
std::string copy{str_with_len_N};/32_stddev                                                                         3.75 ns         3.02 ns            4
std::string copy{str_with_len_N};/32_cv                                                                             4.71 %          3.81 %             4
std::string copy{str_with_len_N};/64_mean                                                                           80.7 ns         81.1 ns            4
std::string copy{str_with_len_N};/64_median                                                                         80.9 ns         81.1 ns            4
std::string copy{str_with_len_N};/64_stddev                                                                         3.49 ns         3.02 ns            4
std::string copy{str_with_len_N};/64_cv                                                                             4.32 %          3.72 %             4
std::string copy{str_with_len_N};/128_mean                                                                          84.2 ns         84.1 ns            4
std::string copy{str_with_len_N};/128_median                                                                        84.6 ns         84.6 ns            4
std::string copy{str_with_len_N};/128_stddev                                                                        2.47 ns         1.67 ns            4
std::string copy{str_with_len_N};/128_cv                                                                            2.93 %          1.98 %             4
std::string copy{str_with_len_N};/256_mean                                                                          87.3 ns         86.8 ns            4
std::string copy{str_with_len_N};/256_median                                                                        87.7 ns         86.8 ns            4
std::string copy{str_with_len_N};/256_stddev                                                                        1.06 ns         1.21 ns            4
std::string copy{str_with_len_N};/256_cv                                                                            1.21 %          1.39 %             4
std::string copy{str_with_len_N};/512_mean                                                                          87.3 ns         87.6 ns            4
std::string copy{str_with_len_N};/512_median                                                                        86.7 ns         87.2 ns            4
std::string copy{str_with_len_N};/512_stddev                                                                        2.31 ns         2.19 ns            4
std::string copy{str_with_len_N};/512_cv                                                                            2.65 %          2.50 %             4
std::string copy{str_with_len_N};/1024_mean                                                                         97.6 ns         97.3 ns            4
std::string copy{str_with_len_N};/1024_median                                                                       97.9 ns         97.3 ns            4
std::string copy{str_with_len_N};/1024_stddev                                                                       3.35 ns         2.70 ns            4
std::string copy{str_with_len_N};/1024_cv                                                                           3.43 %          2.78 %             4
std::string copy{str_with_len_N};/2048_mean                                                                          132 ns          133 ns            4
std::string copy{str_with_len_N};/2048_median                                                                        132 ns          133 ns            4
std::string copy{str_with_len_N};/2048_stddev                                                                       1.34 ns         1.61 ns            4
std::string copy{str_with_len_N};/2048_cv                                                                           1.01 %          1.22 %             4
std::string copy{str_with_len_N};/4096_mean                                                                          180 ns          179 ns            4
std::string copy{str_with_len_N};/4096_median                                                                        180 ns          180 ns            4
std::string copy{str_with_len_N};/4096_stddev                                                                       1.41 ns         1.92 ns            4
std::string copy{str_with_len_N};/4096_cv                                                                           0.78 %          1.07 %             4
stringa copy{str_with_len_N};/15_mean                                                                               1.09 ns         1.09 ns            4
stringa copy{str_with_len_N};/15_median                                                                             1.09 ns         1.09 ns            4
stringa copy{str_with_len_N};/15_stddev                                                                            0.024 ns        0.032 ns            4
stringa copy{str_with_len_N};/15_cv                                                                                 2.20 %          2.90 %             4
stringa copy{str_with_len_N};/16_mean                                                                               1.08 ns         1.09 ns            4
stringa copy{str_with_len_N};/16_median                                                                             1.08 ns         1.09 ns            4
stringa copy{str_with_len_N};/16_stddev                                                                            0.016 ns        0.014 ns            4
stringa copy{str_with_len_N};/16_cv                                                                                 1.48 %          1.30 %             4
stringa copy{str_with_len_N};/23_mean                                                                               1.09 ns         1.09 ns            4
stringa copy{str_with_len_N};/23_median                                                                             1.09 ns         1.10 ns            4
stringa copy{str_with_len_N};/23_stddev                                                                            0.005 ns        0.012 ns            4
stringa copy{str_with_len_N};/23_cv                                                                                 0.49 %          1.12 %             4
stringa copy{str_with_len_N};/24_mean                                                                               16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/24_median                                                                             16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/24_stddev                                                                            0.102 ns        0.000 ns            4
stringa copy{str_with_len_N};/24_cv                                                                                 0.63 %          0.00 %             4
stringa copy{str_with_len_N};/32_mean                                                                               16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/32_median                                                                             16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/32_stddev                                                                            0.076 ns        0.000 ns            4
stringa copy{str_with_len_N};/32_cv                                                                                 0.47 %          0.00 %             4
stringa copy{str_with_len_N};/64_mean                                                                               16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/64_median                                                                             16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/64_stddev                                                                            0.056 ns        0.000 ns            4
stringa copy{str_with_len_N};/64_cv                                                                                 0.35 %          0.00 %             4
stringa copy{str_with_len_N};/128_mean                                                                              16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/128_median                                                                            16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/128_stddev                                                                           0.079 ns        0.000 ns            4
stringa copy{str_with_len_N};/128_cv                                                                                0.49 %          0.00 %             4
stringa copy{str_with_len_N};/256_mean                                                                              16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/256_median                                                                            16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/256_stddev                                                                           0.125 ns        0.174 ns            4
stringa copy{str_with_len_N};/256_cv                                                                                0.78 %          1.09 %             4
stringa copy{str_with_len_N};/512_mean                                                                              16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/512_median                                                                            16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/512_stddev                                                                           0.073 ns        0.174 ns            4
stringa copy{str_with_len_N};/512_cv                                                                                0.46 %          1.09 %             4
stringa copy{str_with_len_N};/1024_mean                                                                             16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/1024_median                                                                           16.1 ns         15.9 ns            4
stringa copy{str_with_len_N};/1024_stddev                                                                          0.121 ns        0.367 ns            4
stringa copy{str_with_len_N};/1024_cv                                                                               0.75 %          2.29 %             4
stringa copy{str_with_len_N};/2048_mean                                                                             16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/2048_median                                                                           16.0 ns         16.0 ns            4
stringa copy{str_with_len_N};/2048_stddev                                                                          0.042 ns        0.174 ns            4
stringa copy{str_with_len_N};/2048_cv                                                                               0.27 %          1.09 %             4
stringa copy{str_with_len_N};/4096_mean                                                                             16.1 ns         16.0 ns            4
stringa copy{str_with_len_N};/4096_median                                                                           16.1 ns         16.1 ns            4
stringa copy{str_with_len_N};/4096_stddev                                                                          0.112 ns        0.192 ns            4
stringa copy{str_with_len_N};/4096_cv                                                                               0.70 %          1.20 %             4
lstringa<16> copy{str_with_len_N};/15_mean                                                                          1.12 ns         1.10 ns            4
lstringa<16> copy{str_with_len_N};/15_median                                                                        1.11 ns         1.10 ns            4
lstringa<16> copy{str_with_len_N};/15_stddev                                                                       0.011 ns        0.031 ns            4
lstringa<16> copy{str_with_len_N};/15_cv                                                                            1.01 %          2.78 %             4
lstringa<16> copy{str_with_len_N};/16_mean                                                                          4.56 ns         4.54 ns            4
lstringa<16> copy{str_with_len_N};/16_median                                                                        4.54 ns         4.49 ns            4
lstringa<16> copy{str_with_len_N};/16_stddev                                                                       0.102 ns        0.098 ns            4
lstringa<16> copy{str_with_len_N};/16_cv                                                                            2.25 %          2.15 %             4
lstringa<16> copy{str_with_len_N};/23_mean                                                                          4.49 ns         4.50 ns            4
lstringa<16> copy{str_with_len_N};/23_median                                                                        4.48 ns         4.50 ns            4
lstringa<16> copy{str_with_len_N};/23_stddev                                                                       0.027 ns        0.058 ns            4
lstringa<16> copy{str_with_len_N};/23_cv                                                                            0.61 %          1.30 %             4
lstringa<16> copy{str_with_len_N};/24_mean                                                                          76.6 ns         76.3 ns            4
lstringa<16> copy{str_with_len_N};/24_median                                                                        76.7 ns         75.9 ns            4
lstringa<16> copy{str_with_len_N};/24_stddev                                                                        2.12 ns         1.67 ns            4
lstringa<16> copy{str_with_len_N};/24_cv                                                                            2.77 %          2.19 %             4
lstringa<16> copy{str_with_len_N};/32_mean                                                                          77.3 ns         77.2 ns            4
lstringa<16> copy{str_with_len_N};/32_median                                                                        77.0 ns         76.7 ns            4
lstringa<16> copy{str_with_len_N};/32_stddev                                                                        3.05 ns         2.62 ns            4
lstringa<16> copy{str_with_len_N};/32_cv                                                                            3.95 %          3.39 %             4
lstringa<16> copy{str_with_len_N};/64_mean                                                                          79.3 ns         79.2 ns            4
lstringa<16> copy{str_with_len_N};/64_median                                                                        79.5 ns         79.5 ns            4
lstringa<16> copy{str_with_len_N};/64_stddev                                                                        4.31 ns         3.67 ns            4
lstringa<16> copy{str_with_len_N};/64_cv                                                                            5.44 %          4.63 %             4
lstringa<16> copy{str_with_len_N};/128_mean                                                                         82.6 ns         82.8 ns            4
lstringa<16> copy{str_with_len_N};/128_median                                                                       82.3 ns         82.0 ns            4
lstringa<16> copy{str_with_len_N};/128_stddev                                                                       1.87 ns         1.74 ns            4
lstringa<16> copy{str_with_len_N};/128_cv                                                                           2.26 %          2.11 %             4
lstringa<16> copy{str_with_len_N};/256_mean                                                                         83.7 ns         83.7 ns            4
lstringa<16> copy{str_with_len_N};/256_median                                                                       83.7 ns         83.7 ns            4
lstringa<16> copy{str_with_len_N};/256_stddev                                                                       1.07 ns        0.000 ns            4
lstringa<16> copy{str_with_len_N};/256_cv                                                                           1.28 %          0.00 %             4
lstringa<16> copy{str_with_len_N};/512_mean                                                                         88.5 ns         88.4 ns            4
lstringa<16> copy{str_with_len_N};/512_median                                                                       87.5 ns         86.8 ns            4
lstringa<16> copy{str_with_len_N};/512_stddev                                                                       3.22 ns         3.96 ns            4
lstringa<16> copy{str_with_len_N};/512_cv                                                                           3.63 %          4.48 %             4
lstringa<16> copy{str_with_len_N};/1024_mean                                                                        93.9 ns         94.2 ns            4
lstringa<16> copy{str_with_len_N};/1024_median                                                                      94.1 ns         94.2 ns            4
lstringa<16> copy{str_with_len_N};/1024_stddev                                                                      3.71 ns         3.82 ns            4
lstringa<16> copy{str_with_len_N};/1024_cv                                                                          3.95 %          4.06 %             4
lstringa<16> copy{str_with_len_N};/2048_mean                                                                         125 ns          126 ns            4
lstringa<16> copy{str_with_len_N};/2048_median                                                                       126 ns          126 ns            4
lstringa<16> copy{str_with_len_N};/2048_stddev                                                                      4.07 ns         3.22 ns            4
lstringa<16> copy{str_with_len_N};/2048_cv                                                                          3.25 %          2.57 %             4
lstringa<16> copy{str_with_len_N};/4096_mean                                                                         190 ns          189 ns            4
lstringa<16> copy{str_with_len_N};/4096_median                                                                       188 ns          188 ns            4
lstringa<16> copy{str_with_len_N};/4096_stddev                                                                      5.83 ns         4.34 ns            4
lstringa<16> copy{str_with_len_N};/4096_cv                                                                          3.08 %          2.29 %             4
lstringa<512> copy{str_with_len_N};/15_mean                                                                         1.14 ns         1.14 ns            4
lstringa<512> copy{str_with_len_N};/15_median                                                                       1.12 ns         1.13 ns            4
lstringa<512> copy{str_with_len_N};/15_stddev                                                                      0.043 ns        0.039 ns            4
lstringa<512> copy{str_with_len_N};/15_cv                                                                           3.72 %          3.45 %             4
lstringa<512> copy{str_with_len_N};/16_mean                                                                         6.12 ns         6.09 ns            4
lstringa<512> copy{str_with_len_N};/16_median                                                                       6.32 ns         6.25 ns            4
lstringa<512> copy{str_with_len_N};/16_stddev                                                                      0.549 ns        0.556 ns            4
lstringa<512> copy{str_with_len_N};/16_cv                                                                           8.97 %          9.13 %             4
lstringa<512> copy{str_with_len_N};/23_mean                                                                         5.29 ns         5.27 ns            4
lstringa<512> copy{str_with_len_N};/23_median                                                                       5.29 ns         5.30 ns            4
lstringa<512> copy{str_with_len_N};/23_stddev                                                                      0.012 ns        0.070 ns            4
lstringa<512> copy{str_with_len_N};/23_cv                                                                           0.22 %          1.32 %             4
lstringa<512> copy{str_with_len_N};/24_mean                                                                         5.27 ns         5.27 ns            4
lstringa<512> copy{str_with_len_N};/24_median                                                                       5.23 ns         5.23 ns            4
lstringa<512> copy{str_with_len_N};/24_stddev                                                                      0.121 ns        0.150 ns            4
lstringa<512> copy{str_with_len_N};/24_cv                                                                           2.30 %          2.84 %             4
lstringa<512> copy{str_with_len_N};/32_mean                                                                         8.14 ns         8.15 ns            4
lstringa<512> copy{str_with_len_N};/32_median                                                                       8.13 ns         8.20 ns            4
lstringa<512> copy{str_with_len_N};/32_stddev                                                                      0.077 ns        0.087 ns            4
lstringa<512> copy{str_with_len_N};/32_cv                                                                           0.94 %          1.07 %             4
lstringa<512> copy{str_with_len_N};/64_mean                                                                         8.48 ns         8.41 ns            4
lstringa<512> copy{str_with_len_N};/64_median                                                                       8.44 ns         8.37 ns            4
lstringa<512> copy{str_with_len_N};/64_stddev                                                                      0.164 ns        0.219 ns            4
lstringa<512> copy{str_with_len_N};/64_cv                                                                           1.93 %          2.61 %             4
lstringa<512> copy{str_with_len_N};/128_mean                                                                        8.58 ns         8.59 ns            4
lstringa<512> copy{str_with_len_N};/128_median                                                                      8.58 ns         8.63 ns            4
lstringa<512> copy{str_with_len_N};/128_stddev                                                                     0.127 ns        0.167 ns            4
lstringa<512> copy{str_with_len_N};/128_cv                                                                          1.48 %          1.94 %             4
lstringa<512> copy{str_with_len_N};/256_mean                                                                        9.69 ns         9.68 ns            4
lstringa<512> copy{str_with_len_N};/256_median                                                                      9.67 ns         9.63 ns            4
lstringa<512> copy{str_with_len_N};/256_stddev                                                                     0.143 ns        0.105 ns            4
lstringa<512> copy{str_with_len_N};/256_cv                                                                          1.48 %          1.08 %             4
lstringa<512> copy{str_with_len_N};/512_mean                                                                        11.4 ns         11.3 ns            4
lstringa<512> copy{str_with_len_N};/512_median                                                                      11.3 ns         11.2 ns            4
lstringa<512> copy{str_with_len_N};/512_stddev                                                                     0.178 ns        0.307 ns            4
lstringa<512> copy{str_with_len_N};/512_cv                                                                          1.57 %          2.72 %             4
lstringa<512> copy{str_with_len_N};/1024_mean                                                                       98.3 ns         97.0 ns            4
lstringa<512> copy{str_with_len_N};/1024_median                                                                     99.6 ns         98.9 ns            4
lstringa<512> copy{str_with_len_N};/1024_stddev                                                                     3.01 ns         4.62 ns            4
lstringa<512> copy{str_with_len_N};/1024_cv                                                                         3.06 %          4.76 %             4
lstringa<512> copy{str_with_len_N};/2048_mean                                                                        130 ns          130 ns            4
lstringa<512> copy{str_with_len_N};/2048_median                                                                      130 ns          130 ns            4
lstringa<512> copy{str_with_len_N};/2048_stddev                                                                     3.75 ns         3.60 ns            4
lstringa<512> copy{str_with_len_N};/2048_cv                                                                         2.88 %          2.78 %             4
lstringa<512> copy{str_with_len_N};/4096_mean                                                                        188 ns          187 ns            4
lstringa<512> copy{str_with_len_N};/4096_median                                                                      188 ns          188 ns            4
lstringa<512> copy{str_with_len_N};/4096_stddev                                                                     3.59 ns         4.83 ns            4
lstringa<512> copy{str_with_len_N};/4096_cv                                                                         1.91 %          2.58 %             4
-----  Convert to int '1234567'  ---------/repeats:1                                                               0.000 ns        0.000 ns   1000000000000
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_mean                                          31.4 ns         31.3 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_median                                        31.5 ns         31.5 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_stddev                                       0.520 ns        0.634 ns            4
std::string s = "123456789"; int res = std::strtol(s.c_str(), 0, 10);_cv                                            1.65 %          2.03 %             4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_mean                     12.6 ns         12.6 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_median                   12.6 ns         12.6 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_stddev                  0.135 ns        0.228 ns            4
std::string_view s = "123456789"; std::from_chars(s.data(), s.data() + s.size(), res, 10);_cv                       1.07 %          1.81 %             4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                              13.7 ns         13.6 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                            13.7 ns         13.7 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                           0.166 ns        0.301 ns            4
stringa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                1.21 %          2.21 %             4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                                  9.40 ns         9.42 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                                9.34 ns         9.31 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                               0.179 ns        0.296 ns            4
ssa s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                                    1.91 %          3.14 %             4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_mean                                         13.4 ns         13.3 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_median                                       13.4 ns         13.3 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_stddev                                      0.251 ns        0.405 ns            4
lstringa<20> s = "123456789"; int res = s.to_int<int, true, 10, false>_cv                                           1.88 %          3.04 %             4
-----  Convert to unsigned 'abcDef'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_mean                                             33.6 ns         33.2 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_median                                           33.5 ns         33.0 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_stddev                                          0.374 ns        0.965 ns            4
std::string s = "abcDef"; int res = std::strtol(s.c_str(), 0, 16);_cv                                               1.11 %          2.91 %             4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_mean                        8.50 ns         8.46 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_median                      8.49 ns         8.46 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_stddev                     0.106 ns        0.101 ns            4
std::string_view s = "abcDef"; std::from_chars(s.data(), s.data() + s.size(), res, 16);_cv                          1.24 %          1.19 %             4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                 13.7 ns         13.5 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                               13.7 ns         13.5 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                              0.213 ns        0.000 ns            4
stringa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                   1.56 %          0.00 %             4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                                     7.50 ns         7.46 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                                   7.53 ns         7.41 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                                  0.081 ns        0.167 ns            4
ssa s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                                       1.08 %          2.24 %             4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_mean                                            12.6 ns         12.6 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_median                                          12.4 ns         12.6 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_stddev                                         0.460 ns        0.351 ns            4
lstringa<20> s = "abcDef"; int res = s.to_int<int, true, 16, false>_cv                                              3.64 %          2.78 %             4
-----  Convert to int '    1234567'  ---------/repeats:1                                                           0.000 ns        0.000 ns   1000000000000
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_mean                                       43.6 ns         43.5 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_median                                     43.8 ns         43.5 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_stddev                                    0.865 ns        0.826 ns            4
std::string s = "    123456789"; int res = std::strtol(s.c_str(), 0, 0);_cv                                         1.98 %          1.90 %             4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_mean                                        17.3 ns         17.1 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_median                                      17.1 ns         17.1 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_stddev                                     0.318 ns        0.222 ns            4
stringa s = "    123456789"; int res = s.to_int<int>; // Check overflow_cv                                          1.84 %          1.30 %             4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_mean                                  12.9 ns         12.9 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_median                                12.9 ns         13.0 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_stddev                               0.107 ns        0.267 ns            4
ssa s = "    123456789"; int res = s.to_int<int, false>; // No check overflow_cv                                    0.82 %          2.07 %             4
-----  Convert to double '1234.567e10'  ---------/repeats:1                                                        0.000 ns        0.000 ns   1000000000000
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_mean                                    100 ns         99.9 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_median                                  100 ns          100 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_stddev                                 1.37 ns         1.05 ns            4
std::string s = "1234.567e10"; double res = std::strtod(s.c_str(), nullptr);_cv                                     1.37 %          1.05 %             4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_mean                       58.7 ns         58.6 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_median                     58.7 ns         58.6 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_stddev                    0.055 ns        0.000 ns            4
std::string_view s = "1234.567e10"; std::from_chars(s.data(), s.data() + s.size(), res);_cv                         0.09 %          0.00 %             4
ssa s = "1234.567e10"; double res = *s.to_double()_mean                                                             36.7 ns         36.6 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_median                                                           36.7 ns         36.8 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_stddev                                                          0.255 ns        0.419 ns            4
ssa s = "1234.567e10"; double res = *s.to_double()_cv                                                               0.69 %          1.14 %             4
-- Append const literal of 16 bytes 64 times, 1024 total length --/repeats:1                                       0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << "abbaabbaabbaabba";_mean                                                          5118 ns         5082 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_median                                                        5015 ns         5028 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_stddev                                                         256 ns          234 ns            4
std::stringstream str; ... str << "abbaabbaabbaabba";_cv                                                            5.00 %          4.60 %             4
std::string str; ... str += "abbaabbaabbaabba";_mean                                                                1073 ns         1074 ns            4
std::string str; ... str += "abbaabbaabbaabba";_median                                                              1074 ns         1074 ns            4
std::string str; ... str += "abbaabbaabbaabba";_stddev                                                              30.6 ns         28.2 ns            4
std::string str; ... str += "abbaabbaabbaabba";_cv                                                                  2.85 %          2.62 %             4
lstringa<8> str; ... str += "abbaabbaabbaabba";_mean                                                                 767 ns          754 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_median                                                               768 ns          759 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_stddev                                                              10.1 ns         16.7 ns            4
lstringa<8> str; ... str += "abbaabbaabbaabba";_cv                                                                  1.32 %          2.21 %             4
lstringa<128> str; ... str += "abbaabbaabbaabba";_mean                                                               390 ns          390 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_median                                                             386 ns          384 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_stddev                                                            10.5 ns         13.1 ns            4
lstringa<128> str; ... str += "abbaabbaabbaabba";_cv                                                                2.70 %          3.35 %             4
lstringa<512> str; ... str += "abbaabbaabbaabba";_mean                                                               239 ns          238 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_median                                                             240 ns          238 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_stddev                                                            1.20 ns         3.02 ns            4
lstringa<512> str; ... str += "abbaabbaabbaabba";_cv                                                                0.50 %          1.27 %             4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_mean                                                              158 ns          159 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_median                                                            158 ns          159 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_stddev                                                          0.918 ns         2.01 ns            4
lstringa<1024> str; ... str += "abbaabbaabbaabba";_cv                                                               0.58 %          1.27 %             4
-- Append string of 16 bytes and const literal of 16 bytes 32 times, 1024 total length --/repeats:1                0.000 ns        0.000 ns   1000000000000
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_mean                                               4657 ns         4627 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_median                                             4626 ns         4602 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_stddev                                             87.2 ns         96.8 ns            4
std::stringstream str; ... str << str_var << "abbaabbaabbaabba";_cv                                                 1.87 %          2.09 %             4
std::string str; ... str += str_var + "abbaabbaabbaabba";_mean                                                      3774 ns         3767 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_median                                                    3760 ns         3767 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    66.6 ns         68.3 ns            4
std::string str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        1.76 %          1.81 %             4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                       716 ns          718 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_median                                                     721 ns          718 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                    18.4 ns         18.0 ns            4
lstringa<8> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                        2.57 %          2.51 %             4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     442 ns          443 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   442 ns          443 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  4.25 ns         7.69 ns            4
lstringa<128> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      0.96 %          1.74 %             4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_mean                                                     303 ns          300 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_median                                                   304 ns          302 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_stddev                                                  4.86 ns         6.34 ns            4
lstringa<512> str; ... str += str_var + "abbaabbaabbaabba";_cv                                                      1.61 %          2.12 %             4
